Date,Site,Cover_type,mSAV
11/11/08,31,Laurencia spp.,0
11/11/08,31,Penicillus,0
11/11/08,31,Polysiphonia,0
11/11/08,31,Rhizophora mangle,0
11/11/08,31,Ruppia,0
11/11/08,31,Sargassum pteropleuron,0
11/11/08,31,Thalassia,0
11/11/08,31,Udotea,0
11/11/08,32,Acetabularia,0
11/11/08,32,Batophora,0
11/11/08,32,Caulerpa prolifera,0
11/11/08,32,Chara,1.4545454545454546
11/11/08,32,Chondria baileyana,0
11/11/08,32,Digenia,0
11/11/08,32,Halimeda incrassata,0
11/11/08,32,Halodule,0
11/11/08,32,Hypnea,0
11/11/08,32,Laurencia spp.,0
11/11/08,32,Penicillus,0
11/11/08,32,Polysiphonia,0
11/11/08,32,Rhizophora mangle,0
11/11/08,32,Ruppia,0
11/11/08,32,Sargassum pteropleuron,0
11/11/08,32,Thalassia,0
11/11/08,32,Udotea,0
11/11/08,33,Acetabularia,0
11/11/08,33,Batophora,0
11/11/08,33,Caulerpa prolifera,0
11/11/08,33,Chara,52.666666666666664
11/11/08,33,Chondria baileyana,0
11/11/08,33,Digenia,0
11/11/08,33,Halimeda incrassata,0
11/11/08,33,Halodule,0
11/11/08,33,Hypnea,0
11/11/08,33,Laurencia spp.,0
11/11/08,33,Penicillus,0
11/11/08,33,Polysiphonia,0
11/11/08,33,Rhizophora mangle,0
11/11/08,33,Ruppia,0
11/11/08,33,Sargassum pteropleuron,0
11/11/08,33,Thalassia,0
11/11/08,33,Udotea,0
11/11/08,34,Acetabularia,0
11/11/08,34,Batophora,0
11/11/08,34,Caulerpa prolifera,0
11/11/08,34,Chara,79
11/11/08,34,Chondria baileyana,0
11/11/08,34,Digenia,0
11/11/08,34,Halimeda incrassata,0
11/11/08,34,Halodule,0
11/11/08,34,Hypnea,0
11/11/08,34,Laurencia spp.,0
11/11/08,34,Penicillus,0
11/11/08,34,Polysiphonia,0
11/11/08,34,Rhizophora mangle,0
11/11/08,34,Ruppia,0
11/11/08,34,Sargassum pteropleuron,0
11/11/08,34,Thalassia,0
11/11/08,34,Udotea,0
11/11/08,35,Acetabularia,0
11/11/08,35,Batophora,0
11/11/08,35,Caulerpa prolifera,0
11/11/08,35,Chara,1.8
11/11/08,35,Chondria baileyana,0
11/11/08,35,Digenia,0
11/11/08,35,Halimeda incrassata,0
11/11/08,35,Halodule,0
11/11/08,35,Hypnea,0
11/11/08,35,Laurencia spp.,0
11/11/08,35,Penicillus,0
11/11/08,35,Polysiphonia,0
11/11/08,35,Rhizophora mangle,0
11/11/08,35,Ruppia,0
11/11/08,35,Sargassum pteropleuron,0
11/11/08,35,Thalassia,0
11/11/08,35,Udotea,0
11/11/2015,24,Acetabularia,0
11/11/2015,24,Batophora,0
11/11/2015,24,Caulerpa prolifera,0
11/11/2015,24,Chara,100
11/11/2015,24,Chondria baileyana,0
11/11/2015,24,Digenia,0
11/11/2015,24,Halimeda incrassata,0
11/11/2015,24,Halodule,0
11/11/2015,24,Hypnea,0
11/11/2015,24,Laurencia spp.,0
11/11/2015,24,Penicillus,0
11/11/2015,24,Polysiphonia,NA
11/11/2015,24,Rhizophora mangle,0
11/11/2015,24,Ruppia,0
11/11/2015,24,Sargassum pteropleuron,0
11/11/2015,24,Thalassia,0
11/11/2015,24,Udotea,0
11/11/2015,27,Acetabularia,0
11/11/2015,27,Batophora,0
11/11/2015,27,Caulerpa prolifera,0
11/11/2015,27,Chara,0
11/11/2015,27,Chondria baileyana,0
11/11/2015,27,Digenia,0
11/11/2015,27,Halimeda incrassata,0
11/11/2015,27,Halodule,0
11/11/2015,27,Hypnea,0
11/11/2015,27,Laurencia spp.,0
11/11/2015,27,Penicillus,0
11/11/2015,27,Polysiphonia,NA
11/11/2015,27,Rhizophora mangle,0
11/11/2015,27,Ruppia,0
11/11/2015,27,Sargassum pteropleuron,0
11/11/2015,27,Thalassia,0
11/11/2015,27,Udotea,0
11/11/2015,28,Acetabularia,0
11/11/2015,28,Batophora,0
11/11/2015,28,Caulerpa prolifera,0
11/11/2015,28,Chara,100
11/11/2015,28,Chondria baileyana,0
11/11/2015,28,Digenia,0
11/11/2015,28,Halimeda incrassata,0
11/11/2015,28,Halodule,0
11/11/2015,28,Hypnea,0
11/11/2015,28,Laurencia spp.,0
11/11/2015,28,Penicillus,0
11/11/2015,28,Polysiphonia,NA
11/11/2015,28,Rhizophora mangle,0
11/11/2015,28,Ruppia,0
11/11/2015,28,Sargassum pteropleuron,0
11/11/2015,28,Thalassia,0
11/11/2015,28,Udotea,0
11/11/2015,29,Acetabularia,0
11/11/2015,29,Batophora,0
11/11/2015,29,Caulerpa prolifera,0
11/11/2015,29,Chara,1.7333333333333334
11/11/2015,29,Chondria baileyana,0
11/11/2015,29,Digenia,0
11/11/2015,29,Halimeda incrassata,0
11/11/2015,29,Halodule,0
11/11/2015,29,Hypnea,0
11/11/2015,29,Laurencia spp.,0
11/11/2015,29,Penicillus,0
11/11/2015,29,Polysiphonia,NA
11/11/2015,29,Rhizophora mangle,0
11/11/2015,29,Ruppia,0
11/11/2015,29,Sargassum pteropleuron,0
11/11/2015,29,Thalassia,0
11/11/2015,29,Udotea,0
11/11/2015,31,Acetabularia,0
11/11/2015,31,Batophora,0
11/11/2015,31,Caulerpa prolifera,0
11/11/2015,31,Chara,1.4
11/11/2015,31,Chondria baileyana,0
11/11/2015,31,Digenia,0
11/11/2015,31,Halimeda incrassata,0
11/11/2015,31,Halodule,0
11/11/2015,31,Hypnea,0
11/11/2015,31,Laurencia spp.,0
11/11/2015,31,Penicillus,0
11/11/2015,31,Polysiphonia,NA
11/11/2015,31,Rhizophora mangle,0
11/11/2015,31,Ruppia,0
11/11/2015,31,Sargassum pteropleuron,0
11/11/2015,31,Thalassia,0
11/11/2015,31,Udotea,0
11/11/2015,34,Acetabularia,0
11/11/2015,34,Batophora,0
11/11/2015,34,Caulerpa prolifera,0
11/11/2015,34,Chara,0
11/11/2015,34,Chondria baileyana,0
11/11/2015,34,Digenia,0
11/11/2015,34,Halimeda incrassata,0
11/11/2015,34,Halodule,0
11/11/2015,34,Hypnea,0
11/11/2015,34,Laurencia spp.,0
11/11/2015,34,Penicillus,0
11/11/2015,34,Polysiphonia,NA
11/11/2015,34,Rhizophora mangle,0
11/11/2015,34,Ruppia,0
11/11/2015,34,Sargassum pteropleuron,0
11/11/2015,34,Thalassia,0
11/11/2015,34,Udotea,0
11/11/2015,35,Acetabularia,0
11/11/2015,35,Batophora,0
11/11/2015,35,Caulerpa prolifera,0
11/11/2015,35,Chara,2.6
11/11/2015,35,Chondria baileyana,0
11/11/2015,35,Digenia,0
11/11/2015,35,Halimeda incrassata,0
11/11/2015,35,Halodule,0
11/11/2015,35,Hypnea,0
11/11/2015,35,Laurencia spp.,0
11/11/2015,35,Penicillus,0
11/11/2015,35,Polysiphonia,NA
11/11/2015,35,Rhizophora mangle,0
11/11/2015,35,Ruppia,0
11/11/2015,35,Sargassum pteropleuron,0
11/11/2015,35,Thalassia,0
11/11/2015,35,Udotea,0
11/11/2015,43,Acetabularia,0
11/11/2015,43,Batophora,0
11/11/2015,43,Caulerpa prolifera,0
11/11/2015,43,Chara,0
11/11/2015,43,Chondria baileyana,0
11/11/2015,43,Digenia,0
11/11/2015,43,Halimeda incrassata,0
11/11/2015,43,Halodule,0
11/11/2015,43,Hypnea,0
11/11/2015,43,Laurencia spp.,0
11/11/2015,43,Penicillus,0
11/11/2015,43,Polysiphonia,NA
11/11/2015,43,Rhizophora mangle,0
11/11/2015,43,Ruppia,0
11/11/2015,43,Sargassum pteropleuron,0
11/11/2015,43,Thalassia,0
11/11/2015,43,Udotea,0
11/11/2015,44,Acetabularia,0
11/11/2015,44,Batophora,0
11/11/2015,44,Caulerpa prolifera,0
11/11/2015,44,Chara,0.6
11/11/2015,44,Chondria baileyana,0
11/11/2015,44,Digenia,0
11/11/2015,44,Halimeda incrassata,0
11/11/2015,44,Halodule,0
11/11/2015,44,Hypnea,0
11/11/2015,44,Laurencia spp.,0
11/11/2015,44,Penicillus,0
11/11/2015,44,Polysiphonia,NA
11/11/2015,44,Rhizophora mangle,0
11/11/2015,44,Ruppia,0
11/11/2015,44,Sargassum pteropleuron,0
11/11/2015,44,Thalassia,0
11/11/2015,44,Udotea,0
11/14/06,1,Acetabularia,0
11/14/06,1,Batophora,0.3333333333333333
11/14/06,1,Caulerpa prolifera,0
11/14/06,1,Chara,0
11/14/06,1,Chondria baileyana,0
11/14/06,1,Digenia,0
11/14/06,1,Halimeda incrassata,0
11/14/06,1,Halodule,0
11/14/06,1,Hypnea,0
11/14/06,1,Laurencia spp.,0
11/14/06,1,Penicillus,0
11/14/06,1,Polysiphonia,0
11/14/06,1,Rhizophora mangle,0
11/14/06,1,Ruppia,1.2
11/14/06,1,Sargassum pteropleuron,0
11/14/06,1,Thalassia,0
11/14/06,1,Udotea,0
11/14/06,10,Acetabularia,0
11/14/06,10,Batophora,0
11/14/06,10,Caulerpa prolifera,0
11/14/06,10,Chara,0
11/14/06,10,Chondria baileyana,0
11/14/06,10,Digenia,0
11/14/06,10,Halimeda incrassata,0
11/14/06,10,Halodule,88.66666666666667
11/14/06,10,Hypnea,0
11/14/06,10,Laurencia spp.,0
11/14/06,10,Penicillus,0
11/14/06,10,Polysiphonia,0
11/14/06,10,Rhizophora mangle,0
11/14/06,10,Ruppia,0
11/14/06,10,Sargassum pteropleuron,0
11/14/06,10,Thalassia,0
11/14/06,10,Udotea,0
11/14/06,11,Acetabularia,0
11/14/06,11,Batophora,0
11/14/06,11,Caulerpa prolifera,0
11/14/06,11,Chara,7.866666666666666
11/14/06,11,Chondria baileyana,0
11/14/06,11,Digenia,0
11/14/06,11,Halimeda incrassata,0
11/14/06,11,Halodule,0
11/14/06,11,Hypnea,0
11/14/06,11,Laurencia spp.,0
11/14/06,11,Penicillus,0
11/14/06,11,Polysiphonia,0
11/14/06,11,Rhizophora mangle,0
11/14/06,11,Ruppia,0
11/14/06,11,Sargassum pteropleuron,0
11/14/06,11,Thalassia,0
11/14/06,11,Udotea,0
11/14/06,12,Acetabularia,0
11/14/06,12,Batophora,0
11/14/06,12,Caulerpa prolifera,0
11/14/06,12,Chara,36.86666666666667
11/14/06,12,Chondria baileyana,0
11/14/06,12,Digenia,0
11/14/06,12,Halimeda incrassata,0
11/14/06,12,Halodule,6.733333333333333
11/14/06,12,Hypnea,0
11/14/06,12,Laurencia spp.,0
11/14/06,12,Penicillus,0
11/14/06,12,Polysiphonia,0
11/14/06,12,Rhizophora mangle,0
11/14/06,12,Ruppia,0
11/14/06,12,Sargassum pteropleuron,0
11/14/06,12,Thalassia,0
11/14/06,12,Udotea,0
11/14/06,13,Acetabularia,0
11/14/06,13,Batophora,0
11/14/06,13,Caulerpa prolifera,0
11/14/06,13,Chara,7.866666666666666
11/14/06,13,Chondria baileyana,0
11/14/06,13,Digenia,0
11/14/06,13,Halimeda incrassata,0
11/14/06,13,Halodule,0
11/14/06,13,Hypnea,0
11/14/06,13,Laurencia spp.,0
11/14/06,13,Penicillus,0
11/14/06,13,Polysiphonia,0
11/14/06,13,Rhizophora mangle,0
11/14/06,13,Ruppia,0
11/14/06,13,Sargassum pteropleuron,0
11/14/06,13,Thalassia,0
11/14/06,13,Udotea,0
11/14/06,14,Acetabularia,0
11/14/06,14,Batophora,0
11/14/06,14,Caulerpa prolifera,0
11/14/06,14,Chara,0
11/14/06,14,Chondria baileyana,0
11/14/06,14,Digenia,0
11/14/06,14,Halimeda incrassata,0
11/14/06,14,Halodule,6.933333333333334
11/14/06,14,Hypnea,0
11/14/06,14,Laurencia spp.,0
11/14/06,14,Penicillus,0
11/14/06,14,Polysiphonia,0
11/14/06,14,Rhizophora mangle,0
11/14/06,14,Ruppia,0
11/14/06,14,Sargassum pteropleuron,0
11/14/06,14,Thalassia,0
11/14/06,14,Udotea,0
11/14/06,2,Acetabularia,0
11/14/06,2,Batophora,0.2
11/14/06,2,Caulerpa prolifera,0
11/14/06,2,Chara,0.2
11/14/06,2,Chondria baileyana,0
11/14/06,2,Digenia,0
11/14/06,2,Halimeda incrassata,0
11/14/06,2,Halodule,0.6666666666666666
11/14/06,2,Hypnea,0
11/14/06,2,Laurencia spp.,0
11/14/06,2,Penicillus,0
11/14/06,2,Polysiphonia,0
11/14/06,2,Rhizophora mangle,0
11/14/06,2,Ruppia,0.2
11/14/06,2,Sargassum pteropleuron,0
11/14/06,2,Thalassia,0
11/14/06,2,Udotea,0
11/14/06,3,Acetabularia,0
11/14/06,3,Batophora,0
11/14/06,3,Caulerpa prolifera,0
11/14/06,3,Chara,0.7333333333333333
11/14/06,3,Chondria baileyana,0
11/14/06,3,Digenia,0
11/14/06,3,Halimeda incrassata,0
11/14/06,3,Halodule,0
11/14/06,3,Hypnea,0
11/14/06,3,Laurencia spp.,0
11/14/06,3,Penicillus,0
11/14/06,3,Polysiphonia,0
11/14/06,3,Rhizophora mangle,0
11/14/06,3,Ruppia,0.2
11/14/06,3,Sargassum pteropleuron,0
11/14/06,3,Thalassia,0
11/14/06,3,Udotea,0
11/14/06,4,Acetabularia,0
11/14/06,4,Batophora,0
11/14/06,4,Caulerpa prolifera,0
11/14/06,4,Chara,29.333333333333332
11/14/06,4,Chondria baileyana,0
11/14/06,4,Digenia,0
11/14/06,4,Halimeda incrassata,0
11/14/06,4,Halodule,0
11/14/06,4,Hypnea,0
11/14/06,4,Laurencia spp.,0
11/14/06,4,Penicillus,0
11/14/06,4,Polysiphonia,0
11/14/06,4,Rhizophora mangle,0
11/14/06,4,Ruppia,0
11/14/06,4,Sargassum pteropleuron,0
11/14/06,4,Thalassia,0
11/14/06,4,Udotea,0
11/14/06,5,Acetabularia,0
11/14/06,5,Batophora,0
11/14/06,5,Caulerpa prolifera,0
11/14/06,5,Chara,100
11/14/06,5,Chondria baileyana,0
11/14/06,5,Digenia,0
11/14/06,5,Halimeda incrassata,0
11/14/06,5,Halodule,0
11/14/06,5,Hypnea,0
11/14/06,5,Laurencia spp.,0
11/14/06,5,Penicillus,0
11/14/06,5,Polysiphonia,0
11/14/06,5,Rhizophora mangle,0
11/14/06,5,Ruppia,0
11/14/06,5,Sargassum pteropleuron,0
11/14/06,5,Thalassia,0
11/14/06,5,Udotea,0
11/14/06,6,Acetabularia,0
11/14/06,6,Batophora,0
11/14/06,6,Caulerpa prolifera,0
11/14/06,6,Chara,2.3333333333333335
11/14/06,6,Chondria baileyana,0
11/14/06,6,Digenia,0
11/14/06,6,Halimeda incrassata,0
11/14/06,6,Halodule,0.3333333333333333
11/14/06,6,Hypnea,0
11/14/06,6,Laurencia spp.,0
11/14/06,6,Penicillus,0
11/14/06,6,Polysiphonia,0
11/14/06,6,Rhizophora mangle,0
11/14/06,6,Ruppia,0.3333333333333333
11/14/06,6,Sargassum pteropleuron,0
11/14/06,6,Thalassia,0
11/14/06,6,Udotea,0
11/14/06,7,Acetabularia,0
11/14/06,7,Batophora,0
11/14/06,7,Caulerpa prolifera,0
11/14/06,7,Chara,99
11/14/06,7,Chondria baileyana,0
11/14/06,7,Digenia,0
11/14/06,7,Halimeda incrassata,0
11/14/06,7,Halodule,0
11/14/06,7,Hypnea,0
11/14/06,7,Laurencia spp.,0
11/14/06,7,Penicillus,0
11/14/06,7,Polysiphonia,0
11/14/06,7,Rhizophora mangle,0
11/14/06,7,Ruppia,0
11/14/06,7,Sargassum pteropleuron,0
11/14/06,7,Thalassia,0
11/14/06,7,Udotea,0
11/14/06,8,Acetabularia,0
11/14/06,8,Batophora,0
11/14/06,8,Caulerpa prolifera,0
11/14/06,8,Chara,88.33333333333333
11/14/06,8,Chondria baileyana,0
11/14/06,8,Digenia,0
11/14/06,8,Halimeda incrassata,0
11/14/06,8,Halodule,0
11/14/06,8,Hypnea,0
11/14/06,8,Laurencia spp.,0
11/14/06,8,Penicillus,0
11/14/06,8,Polysiphonia,0
11/14/06,8,Rhizophora mangle,0
11/14/06,8,Ruppia,0
11/14/06,8,Sargassum pteropleuron,0
11/14/06,8,Thalassia,0
11/14/06,8,Udotea,0
11/14/06,9,Acetabularia,0
11/14/06,9,Batophora,0
11/14/06,9,Caulerpa prolifera,0
11/14/06,9,Chara,94.33333333333333
11/14/06,9,Chondria baileyana,0
11/14/06,9,Digenia,0
11/14/06,9,Halimeda incrassata,0
11/14/06,9,Halodule,0
11/14/06,9,Hypnea,0
11/14/06,9,Laurencia spp.,0
11/14/06,9,Penicillus,0
11/14/06,9,Polysiphonia,0
11/14/06,9,Rhizophora mangle,0
11/14/06,9,Ruppia,0
11/14/06,9,Sargassum pteropleuron,0
11/14/06,9,Thalassia,0
11/14/06,9,Udotea,0
11/14/07,1,Acetabularia,0
11/14/07,1,Batophora,3.2666666666666666
11/14/07,1,Caulerpa prolifera,0
11/14/07,1,Chara,1.2666666666666666
11/14/07,1,Chondria baileyana,0
11/14/07,1,Digenia,0
11/14/07,1,Halimeda incrassata,0
11/14/07,1,Halodule,0
11/14/07,1,Hypnea,0
11/14/07,1,Laurencia spp.,0
11/14/07,1,Penicillus,0
11/14/07,1,Polysiphonia,0
11/14/07,1,Rhizophora mangle,0
11/14/07,1,Ruppia,1.6
11/14/07,1,Sargassum pteropleuron,0
11/14/07,1,Thalassia,0
11/14/07,1,Udotea,0
11/14/07,10,Acetabularia,0
11/14/07,10,Batophora,0
11/14/07,10,Caulerpa prolifera,0
11/14/07,10,Chara,0
11/14/07,10,Chondria baileyana,0
11/14/07,10,Digenia,0
11/14/07,10,Halimeda incrassata,0
11/14/07,10,Halodule,61
11/14/07,10,Hypnea,0
11/14/07,10,Laurencia spp.,0
11/14/07,10,Penicillus,0
11/14/07,10,Polysiphonia,0
11/14/07,10,Rhizophora mangle,0
11/14/07,10,Ruppia,0
11/14/07,10,Sargassum pteropleuron,0
11/14/07,10,Thalassia,0
11/14/07,10,Udotea,0
11/14/07,11,Acetabularia,0
11/14/07,11,Batophora,0
11/14/07,11,Caulerpa prolifera,0
11/14/07,11,Chara,100
11/14/07,11,Chondria baileyana,0
11/14/07,11,Digenia,0
11/14/07,11,Halimeda incrassata,0
11/14/07,11,Halodule,0
11/14/07,11,Hypnea,0
11/14/07,11,Laurencia spp.,0
11/14/07,11,Penicillus,0
11/14/07,11,Polysiphonia,0
11/14/07,11,Rhizophora mangle,0
11/14/07,11,Ruppia,0
11/14/07,11,Sargassum pteropleuron,0
11/14/07,11,Thalassia,0
11/14/07,11,Udotea,0
11/14/07,12,Acetabularia,0
11/14/07,12,Batophora,0.2
11/14/07,12,Caulerpa prolifera,0
11/14/07,12,Chara,95
11/14/07,12,Chondria baileyana,0
11/14/07,12,Digenia,0
11/14/07,12,Halimeda incrassata,0
11/14/07,12,Halodule,0
11/14/07,12,Hypnea,0
11/14/07,12,Laurencia spp.,0
11/14/07,12,Penicillus,0
11/14/07,12,Polysiphonia,0
11/14/07,12,Rhizophora mangle,0
11/14/07,12,Ruppia,0
11/14/07,12,Sargassum pteropleuron,0
11/14/07,12,Thalassia,0
11/14/07,12,Udotea,0
11/14/07,13,Acetabularia,0
11/14/07,13,Batophora,4.133333333333334
11/14/07,13,Caulerpa prolifera,0
11/14/07,13,Chara,80
11/14/07,13,Chondria baileyana,0
11/14/07,13,Digenia,0
11/14/07,13,Halimeda incrassata,0
11/14/07,13,Halodule,0.4
11/14/07,13,Hypnea,0
11/14/07,13,Laurencia spp.,0
11/14/07,13,Penicillus,0
11/14/07,13,Polysiphonia,0
11/14/07,13,Rhizophora mangle,0
11/14/07,13,Ruppia,0
11/14/07,13,Sargassum pteropleuron,0
11/14/07,13,Thalassia,0
11/14/07,13,Udotea,0
11/14/07,14,Acetabularia,0
11/14/07,14,Batophora,0
11/14/07,14,Caulerpa prolifera,0
11/14/07,14,Chara,0
11/14/07,14,Chondria baileyana,0
11/14/07,14,Digenia,0
11/14/07,14,Halimeda incrassata,0
11/14/07,14,Halodule,24.666666666666668
11/14/07,14,Hypnea,0
11/14/07,14,Laurencia spp.,0
11/14/07,14,Penicillus,0
11/14/07,14,Polysiphonia,0
11/14/07,14,Rhizophora mangle,0
11/14/07,14,Ruppia,0
11/14/07,14,Sargassum pteropleuron,0
11/14/07,14,Thalassia,0
11/14/07,14,Udotea,0
11/14/07,15,Acetabularia,0
11/14/07,15,Batophora,32
11/14/07,15,Caulerpa prolifera,0
11/14/07,15,Chara,0
11/14/07,15,Chondria baileyana,0
11/14/07,15,Digenia,0
11/14/07,15,Halimeda incrassata,0
11/14/07,15,Halodule,54
11/14/07,15,Hypnea,0
11/14/07,15,Laurencia spp.,0
11/14/07,15,Penicillus,0
11/14/07,15,Polysiphonia,0
11/14/07,15,Rhizophora mangle,0
11/14/07,15,Ruppia,0
11/14/07,15,Sargassum pteropleuron,0
11/14/07,15,Thalassia,0
11/14/07,15,Udotea,0
11/14/07,16,Acetabularia,0
11/14/07,16,Batophora,9.733333333333333
11/14/07,16,Caulerpa prolifera,0
11/14/07,16,Chara,0
11/14/07,16,Chondria baileyana,0
11/14/07,16,Digenia,0
11/14/07,16,Halimeda incrassata,0
11/14/07,16,Halodule,36.333333333333336
11/14/07,16,Hypnea,0
11/14/07,16,Laurencia spp.,0
11/14/07,16,Penicillus,0
11/14/07,16,Polysiphonia,0
11/14/07,16,Rhizophora mangle,0
11/14/07,16,Ruppia,0
11/14/07,16,Sargassum pteropleuron,0
11/14/07,16,Thalassia,0
11/14/07,16,Udotea,0
11/14/07,17,Acetabularia,0
11/14/07,17,Batophora,0.3333333333333333
11/14/07,17,Caulerpa prolifera,0
11/14/07,17,Chara,0
11/14/07,17,Chondria baileyana,0
11/14/07,17,Digenia,0
11/14/07,17,Halimeda incrassata,0
11/14/07,17,Halodule,13.933333333333334
11/14/07,17,Hypnea,0
11/14/07,17,Laurencia spp.,0
11/14/07,17,Penicillus,0
11/14/07,17,Polysiphonia,0
11/14/07,17,Rhizophora mangle,0
11/14/07,17,Ruppia,0
11/14/07,17,Sargassum pteropleuron,0
11/14/07,17,Thalassia,0
11/14/07,17,Udotea,0
11/14/07,18,Acetabularia,0
11/14/07,18,Batophora,12.666666666666666
11/14/07,18,Caulerpa prolifera,0
11/14/07,18,Chara,0.8666666666666667
11/14/07,18,Chondria baileyana,0
11/14/07,18,Digenia,0
11/14/07,18,Halimeda incrassata,0
11/14/07,18,Halodule,40.666666666666664
11/14/07,18,Hypnea,0
11/14/07,18,Laurencia spp.,0
11/14/07,18,Penicillus,0
11/14/07,18,Polysiphonia,0
11/14/07,18,Rhizophora mangle,0
11/14/07,18,Ruppia,0
11/14/07,18,Sargassum pteropleuron,0
11/14/07,18,Thalassia,0
11/14/07,18,Udotea,0
11/14/07,19,Acetabularia,0
11/14/07,19,Batophora,0.6
11/14/07,19,Caulerpa prolifera,0
11/14/07,19,Chara,0
11/14/07,19,Chondria baileyana,0
11/14/07,19,Digenia,0
11/14/07,19,Halimeda incrassata,0
11/14/07,19,Halodule,25.2
11/14/07,19,Hypnea,0
11/14/07,19,Laurencia spp.,0
11/14/07,19,Penicillus,0
11/14/07,19,Polysiphonia,0
11/14/07,19,Rhizophora mangle,0
11/14/07,19,Ruppia,0
11/14/07,19,Sargassum pteropleuron,0
11/14/07,19,Thalassia,0
11/14/07,19,Udotea,0
11/14/07,2,Acetabularia,0
11/14/07,2,Batophora,4.133333333333334
11/14/07,2,Caulerpa prolifera,0
11/14/07,2,Chara,1.9333333333333333
11/14/07,2,Chondria baileyana,0
11/14/07,2,Digenia,0
11/14/07,2,Halimeda incrassata,0
11/14/07,2,Halodule,0
11/14/07,2,Hypnea,0
11/14/07,2,Laurencia spp.,0
11/14/07,2,Penicillus,0
11/14/07,2,Polysiphonia,0
11/14/07,2,Rhizophora mangle,0
11/14/07,2,Ruppia,1.4
11/14/07,2,Sargassum pteropleuron,0
11/14/07,2,Thalassia,0
11/14/07,2,Udotea,0
11/14/07,20,Acetabularia,0
11/14/07,20,Batophora,0.2
11/14/07,20,Caulerpa prolifera,0
11/14/07,20,Chara,0
11/14/07,20,Chondria baileyana,0
11/14/07,20,Digenia,0
11/14/07,20,Halimeda incrassata,0
11/14/07,20,Halodule,22.666666666666668
11/14/07,20,Hypnea,0
11/14/07,20,Laurencia spp.,0
11/14/07,20,Penicillus,0
11/14/07,20,Polysiphonia,0
11/14/07,20,Rhizophora mangle,0
11/14/07,20,Ruppia,0
11/14/07,20,Sargassum pteropleuron,0
11/14/07,20,Thalassia,0
11/14/07,20,Udotea,0
11/14/07,21,Acetabularia,0
11/14/07,21,Batophora,0.4
11/14/07,21,Caulerpa prolifera,0
11/14/07,21,Chara,0
11/14/07,21,Chondria baileyana,0
11/14/07,21,Digenia,0
11/14/07,21,Halimeda incrassata,0
11/14/07,21,Halodule,54.53333333333333
11/14/07,21,Hypnea,0
11/14/07,21,Laurencia spp.,0
11/14/07,21,Penicillus,0.6
11/14/07,21,Polysiphonia,0
11/14/07,21,Rhizophora mangle,0
11/14/07,21,Ruppia,0
11/14/07,21,Sargassum pteropleuron,0
11/14/07,21,Thalassia,0
11/14/07,21,Udotea,0
11/14/07,3,Acetabularia,0
11/14/07,3,Batophora,0
11/14/07,3,Caulerpa prolifera,0
11/14/07,3,Chara,0
11/14/07,3,Chondria baileyana,0
11/14/07,3,Digenia,0
11/14/07,3,Halimeda incrassata,0
11/14/07,3,Halodule,0
11/14/07,3,Hypnea,0
11/14/07,3,Laurencia spp.,0
11/14/07,3,Penicillus,0
11/14/07,3,Polysiphonia,0
11/14/07,3,Rhizophora mangle,0
11/14/07,3,Ruppia,0.2
11/14/07,3,Sargassum pteropleuron,0
11/14/07,3,Thalassia,0
11/14/07,3,Udotea,0
11/14/07,4,Acetabularia,0
11/14/07,4,Batophora,0.4
11/14/07,4,Caulerpa prolifera,0
11/14/07,4,Chara,1.6
11/14/07,4,Chondria baileyana,0
11/14/07,4,Digenia,0
11/14/07,4,Halimeda incrassata,0
11/14/07,4,Halodule,0
11/14/07,4,Hypnea,0
11/14/07,4,Laurencia spp.,0
11/14/07,4,Penicillus,0
11/14/07,4,Polysiphonia,0
11/14/07,4,Rhizophora mangle,0
11/14/07,4,Ruppia,2
11/14/07,4,Sargassum pteropleuron,0
11/14/07,4,Thalassia,0
11/14/07,4,Udotea,0
11/14/07,5,Acetabularia,0
11/14/07,5,Batophora,0
11/14/07,5,Caulerpa prolifera,0
11/14/07,5,Chara,100
11/14/07,5,Chondria baileyana,0
11/14/07,5,Digenia,0
11/14/07,5,Halimeda incrassata,0
11/14/07,5,Halodule,0
11/14/07,5,Hypnea,0
11/14/07,5,Laurencia spp.,0
11/14/07,5,Penicillus,0
11/14/07,5,Polysiphonia,0
11/14/07,5,Rhizophora mangle,0
11/14/07,5,Ruppia,0
11/14/07,5,Sargassum pteropleuron,0
11/14/07,5,Thalassia,0
11/14/07,5,Udotea,0
11/14/07,6,Acetabularia,0
11/14/07,6,Batophora,0.2
11/14/07,6,Caulerpa prolifera,0
11/14/07,6,Chara,4.733333333333333
11/14/07,6,Chondria baileyana,0
11/14/07,6,Digenia,0
11/14/07,6,Halimeda incrassata,0
11/14/07,6,Halodule,0
11/14/07,6,Hypnea,0
11/14/07,6,Laurencia spp.,0
11/14/07,6,Penicillus,0
11/14/07,6,Polysiphonia,0
11/14/07,6,Rhizophora mangle,0
11/14/07,6,Ruppia,1.1333333333333333
11/14/07,6,Sargassum pteropleuron,0
11/14/07,6,Thalassia,0
11/14/07,6,Udotea,0
11/14/07,7,Acetabularia,0
11/14/07,7,Batophora,0
11/14/07,7,Caulerpa prolifera,0
11/14/07,7,Chara,100
11/14/07,7,Chondria baileyana,0
11/14/07,7,Digenia,0
11/14/07,7,Halimeda incrassata,0
11/14/07,7,Halodule,0
11/14/07,7,Hypnea,0
11/14/07,7,Laurencia spp.,0
